# area_cvx	area_msd	area_ratio	area_um	aspect	bright_avg	bright_sd	circ	deform	emodulus	frame	index	inert_ratio_cvx	inert_ratio_raw	pos_x	pos_y	size_x	size_y	time	volume
# Convex area [px]	Measured area [px]	Porosity (convex to measured area ratio)	Area [µm≤]	Aspect ratio of bounding box	Brightness average within contour [a.u.]	Brightness SD  within contour [a.u.]	Circularity	Deformation	Young's Modulus [kPa]	Video frame number	Event index	Inertia ratio of convex contour sqrt(m20/m02)	Inertia ratio of raw contour sqrt(m20/m02)	Position along channel axis [µm]	Position lateral in channel [µm]	Bounding box size x [µm]	Bounding box size y [µm]	Event time [s]	Volume [µm≥]
1.4075000000e+03	1.3020000000e+03	1.0810291767e+00	1.6270700073e+02	1.6666667461e+00	5.8555636364e+01	7.6533768575e+00	9.0520399809e-01	9.4796001911e-02	7.8540632849e-01	2.6348500000e+05	5.5000000000e+01	1.6384220126e+00	1.5897351905e+00	7.3763450623e+01	1.2993878365e+01	1.8700000763e+01	1.1220000267e+01	8.1900000572e-01	1.1263830051e+03
1.5530000000e+03	1.5045000000e+03	1.0322365761e+00	1.7952679443e+02	1.7647057772e+00	5.7337341772e+01	8.2891265071e+00	8.9630681276e-01	1.0369318724e-01	8.1176748993e-01	2.6350600000e+05	5.6000000000e+01	1.7632757378e+00	1.7614410897e+00	3.8867603302e+01	1.3052015305e+01	2.0399999619e+01	1.1560000420e+01	8.2950001955e-01	1.3255542714e+03
1.6155000000e+03	1.4930000000e+03	1.0820496082e+00	1.8675180054e+02	2.2424242496e+00	5.7676806084e+01	7.8334683443e+00	8.2766032219e-01	1.7233967781e-01	nan	2.6359300000e+05	5.7000000000e+01	2.0938276329e+00	1.9819182692e+00	4.5957035065e+01	1.2948587418e+01	2.5159999847e+01	1.1220000267e+01	8.7300002575e-01	1.2503819115e+03
1.5440000000e+03	1.4935000000e+03	1.0338132381e+00	1.7848638916e+02	1.7428570986e+00	5.8820676452e+01	8.4112776455e+00	8.9663839340e-01	1.0336160660e-01	8.0941526124e-01	2.6359500000e+05	5.8000000000e+01	1.6347124146e+00	1.6312179595e+00	4.7274242401e+01	1.2910604477e+01	2.0739999771e+01	1.1900000572e+01	8.7400001287e-01	1.3724392376e+03
1.1645000000e+03	1.1245000000e+03	1.0355713367e+00	1.3461619568e+02	1.6000000238e+00	5.7261784512e+01	7.3959439822e+00	9.2558622360e-01	7.4413776398e-02	7.6004978246e-01	2.6360800000e+05	5.9000000000e+01	1.6271732141e+00	1.6319414578e+00	7.2571144104e+01	1.3499075890e+01	1.6319999695e+01	1.0199999809e+01	8.8050001860e-01	8.8736530851e+02
1.1940000000e+03	1.1675000000e+03	1.0226980448e+00	1.3802639771e+02	1.6129032373e+00	5.6647967480e+01	8.2072033559e+00	9.2705744505e-01	7.2942554951e-02	7.8133486516e-01	2.6367500000e+05	6.0000000000e+01	1.6229467718e+00	1.6303344000e+00	2.3775274277e+01	1.3138504028e+01	1.7000000000e+01	1.0539999962e+01	9.1399997473e-01	9.4068731026e+02
1.1305000000e+03	1.0865000000e+03	1.0404970646e+00	1.3068579102e+02	1.6666667461e+00	5.6825935596e+01	7.6045190128e+00	9.1703069210e-01	8.2969307899e-02	7.0839574517e-01	2.6371700000e+05	6.1000000000e+01	1.6196563257e+00	1.6287556980e+00	1.9472782135e+01	1.3019498825e+01	1.7000000000e+01	1.0199999809e+01	9.3500000238e-01	8.4995304955e+02
1.1630000000e+03	1.1320000000e+03	1.0273851156e+00	1.3444279480e+02	1.3939393759e+00	5.7161912752e+01	8.3844170155e+00	9.5253664255e-01	4.7463357449e-02	9.4461315042e-01	2.6374600000e+05	6.2000000000e+01	1.4069075081e+00	1.4230759094e+00	7.3200912476e+01	1.2750048637e+01	1.5640000343e+01	1.1220000267e+01	9.4950002432e-01	9.5672387328e+02
1.1325000000e+03	1.0935000000e+03	1.0356652737e+00	1.3091699219e+02	1.7931035757e+00	5.5634632035e+01	7.6452636340e+00	9.1215503216e-01	8.7844967842e-02	6.9203289959e-01	2.6375600000e+05	6.3000000000e+01	1.7579347426e+00	1.7814825776e+00	7.5728431702e+01	1.3972574234e+01	1.7680000305e+01	9.8599996567e+00	9.5450001955e-01	8.1969766680e+02
1.3675000000e+03	1.2415000000e+03	1.1014901400e+00	1.5808299255e+02	1.7575756311e+00	5.6580988593e+01	7.8262561263e+00	8.8073378801e-01	1.1926621199e-01	6.9512969454e-01	2.6376400000e+05	6.4000000000e+01	1.7529354613e+00	1.7155328276e+00	6.3092189789e+01	1.3280387878e+01	1.9719999313e+01	1.1220000267e+01	9.5850002766e-01	1.0181203825e+03
1.1700000000e+03	1.0980000000e+03	1.0655738115e+00	1.3525199890e+02	1.6129032373e+00	5.6495697074e+01	9.5850427838e+00	9.1785722971e-01	8.2142770290e-02	7.2958784742e-01	2.6381100000e+05	6.5000000000e+01	1.6675419548e+00	1.6928873876e+00	5.8446968079e+01	1.3974920273e+01	1.7000000000e+01	1.0539999962e+01	9.8199999332e-01	8.4329254791e+02
1.1715000000e+03	1.1275000000e+03	1.0390243530e+00	1.3542539978e+02	1.7931035757e+00	5.5583543241e+01	8.8926538540e+00	9.1609430313e-01	8.3905696869e-02	7.2342076038e-01	2.6382900000e+05	6.6000000000e+01	1.8375521320e+00	1.8549575001e+00	4.3164619446e+01	1.3499050140e+01	1.7680000305e+01	9.8599996567e+00	9.9099999666e-01	8.3499828753e+02
1.6005000000e+03	1.5090000000e+03	1.0606361628e+00	1.8501779175e+02	1.8571428061e+00	5.8379571248e+01	7.6241923521e+00	8.8230949640e-01	1.1769050360e-01	7.8180428120e-01	2.6383400000e+05	6.7000000000e+01	1.7339985738e+00	1.6970138625e+00	3.8823127747e+01	1.3857256889e+01	2.2100000381e+01	1.1900000572e+01	9.9349999428e-01	1.3747128198e+03
1.7425000000e+03	1.5395000000e+03	1.1318609715e+00	2.0143299866e+02	1.7368421555e+00	5.7606637984e+01	9.1906745818e+00	8.5887688398e-01	1.4112311602e-01	7.5911224206e-01	2.6386200000e+05	6.8000000000e+01	1.7270212830e+00	1.6462074068e+00	3.2208583832e+01	1.3338276863e+01	2.2440000534e+01	1.2920000076e+01	1.0075000525e+00	1.4299229114e+03
9.8500000000e+02	9.5400000000e+02	1.0324947834e+00	1.1386599731e+02	1.5517241955e+00	5.5690099010e+01	9.1165175407e+00	9.4325131178e-01	5.6748688221e-02	7.6486526157e-01	2.6387900000e+05	6.9000000000e+01	1.5275274741e+00	1.5101784942e+00	2.1918897629e+01	1.3102196693e+01	1.5300000191e+01	9.8599996567e+00	1.0160000324e+00	7.1850948737e+02
1.2660000000e+03	1.2255000000e+03	1.0330476761e+00	1.4634959412e+02	1.3428571224e+00	5.7992236025e+01	7.5354195913e+00	9.5485776663e-01	4.5142233372e-02	1.0384178993e+00	2.6394900000e+05	7.0000000000e+01	1.3714108033e+00	1.3836145261e+00	1.5639596939e+01	1.3260492325e+01	1.5980000496e+01	1.1900000572e+01	1.0509999990e+00	1.0929202497e+03
9.5750000000e+02	9.2200000000e+02	1.0385032892e+00	1.1068699646e+02	1.6071428061e+00	5.5956032720e+01	7.8972898853e+00	9.3725919724e-01	6.2740802765e-02	7.1476989789e-01	2.6398500000e+05	7.1000000000e+01	1.6675839869e+00	1.6938030639e+00	7.6651802063e+01	1.3302729607e+01	1.5300000191e+01	9.5200004578e+00	1.0690000057e+00	6.4503093511e+02
1.2510000000e+03	1.1815000000e+03	1.0588235855e+00	1.4461560059e+02	1.7096774578e+00	5.7128903122e+01	7.5450208183e+00	9.0234714746e-01	9.7652852535e-02	7.1032839079e-01	2.6400600000e+05	7.2000000000e+01	1.6607115771e+00	1.6579169682e+00	4.1563571930e+01	1.3868974686e+01	1.8020000458e+01	1.0539999962e+01	1.0794999599e+00	9.5598233510e+02
1.5005000000e+03	1.4465000000e+03	1.0373314619e+00	1.7345779419e+02	1.5142856836e+00	5.8911784068e+01	8.3101569818e+00	9.2707264423e-01	7.2927355766e-02	9.3802500426e-01	2.6405200000e+05	7.3000000000e+01	1.4861917980e+00	1.4672699551e+00	2.1697536469e+01	1.3139000893e+01	1.8020000458e+01	1.1900000572e+01	1.1024999619e+00	1.3691836436e+03
1.5350000000e+03	1.4575000000e+03	1.0531731844e+00	1.7744599915e+02	1.6571427584e+00	5.7694716243e+01	7.9316686793e+00	9.0710175037e-01	9.2898249626e-02	8.4816204480e-01	2.6410100000e+05	7.4000000000e+01	1.5716793333e+00	1.5201191625e+00	4.1342189789e+01	1.2989919662e+01	1.9719999313e+01	1.1900000572e+01	1.1269999743e+00	1.3651490012e+03
1.2375000000e+03	1.1805000000e+03	1.0482846498e+00	1.4305499268e+02	1.5625000000e+00	5.7511235955e+01	8.5640511247e+00	9.2274159193e-01	7.7258408070e-02	7.8209332139e-01	2.6411500000e+05	7.5000000000e+01	1.5815469409e+00	1.5929213083e+00	1.1781400681e+01	1.3784447670e+01	1.7000000000e+01	1.0880000114e+01	1.1339999437e+00	9.6896928320e+02
1.2645000000e+03	1.2235000000e+03	1.0335104465e+00	1.4617619324e+02	1.7419354916e+00	5.7284496124e+01	8.1643291983e+00	9.0894401073e-01	9.1055989265e-02	7.3805609236e-01	2.6413800000e+05	7.6000000000e+01	1.6944179600e+00	1.6856074374e+00	5.7563922882e+01	1.4131443024e+01	1.8360000610e+01	1.0539999962e+01	1.1454999447e+00	9.9617649614e+02
1.4795000000e+03	1.4315000000e+03	1.0335313082e+00	1.7103019714e+02	1.6000000238e+00	5.8044696464e+01	7.7763091640e+00	9.4034945965e-01	5.9650540352e-02	1.0266520017e+00	2.6420800000e+05	7.7000000000e+01	1.5754356302e+00	1.5991482512e+00	7.3406257629e+01	1.3993851662e+01	1.9040000916e+01	1.1900000572e+01	1.1805000305e+00	1.2875858797e+03
1.3875000000e+03	1.3245000000e+03	1.0475651026e+00	1.6039498901e+02	1.8750000000e+00	5.7044380816e+01	7.5352309428e+00	8.8247555494e-01	1.1752444506e-01	7.0660888564e-01	2.6420900000e+05	7.8000000000e+01	1.7638553004e+00	1.7338995646e+00	4.2392505646e+01	1.4030789375e+01	2.0399999619e+01	1.0880000114e+01	1.1809999943e+00	1.1172633555e+03
9.8450000000e+02	9.4300000000e+02	1.0440084934e+00	1.1380819702e+02	1.4827586412e+00	5.5527944112e+01	8.1054500753e+00	9.1811519861e-01	8.1884801388e-02	6.4668838256e-01	2.6437400000e+05	7.9000000000e+01	1.4824038583e+00	1.4985129725e+00	4.0777206421e+01	1.3275943756e+01	1.4619999886e+01	9.8599996567e+00	1.2634999752e+00	7.1669502538e+02
1.3360000000e+03	1.2580000000e+03	1.0620031357e+00	1.5444158936e+02	1.8124998808e+00	5.6436746988e+01	7.3660061939e+00	8.9304959774e-01	1.0695040226e-01	7.1611965643e-01	2.6441800000e+05	8.0000000000e+01	1.7503666803e+00	1.7418259115e+00	4.1507526398e+01	1.3978725433e+01	1.9719999313e+01	1.0880000114e+01	1.2855000496e+00	1.0237845960e+03
1.0995000000e+03	1.0645000000e+03	1.0328792334e+00	1.2710219574e+02	1.5333334208e+00	5.6823111111e+01	8.3539371482e+00	9.3377333879e-01	6.6226661205e-02	7.6892634707e-01	2.6442500000e+05	8.1000000000e+01	1.5692104940e+00	1.5923826858e+00	1.6616037369e+01	1.3070801735e+01	1.5640000343e+01	1.0199999809e+01	1.2890000343e+00	8.2914543889e+02
1.1710000000e+03	1.1175000000e+03	1.0478746891e+00	1.3536759949e+02	2.0714282990e+00	5.6371090448e+01	8.8096279505e+00	8.8941138983e-01	1.1058861017e-01	6.4452938917e-01	2.6447300000e+05	8.2000000000e+01	2.0360707388e+00	2.0245234972e+00	7.0919761658e+01	1.3383301735e+01	1.9719999313e+01	9.5200004578e+00	1.3129999638e+00	7.7935629842e+02
1.7570000000e+03	1.6965000000e+03	1.0356616974e+00	2.0310919189e+02	1.6944444180e+00	5.9390985915e+01	6.6774649729e+00	9.1049963236e-01	8.9500367641e-02	9.6703346739e-01	2.6449100000e+05	8.3000000000e+01	1.7267314291e+00	1.7429847123e+00	2.9209297180e+01	1.3857080460e+01	2.0739999771e+01	1.2239999771e+01	1.3220000267e+00	1.6010387304e+03
1.2270000000e+03	9.8850000000e+02	1.2412747145e+00	1.4184120178e+02	2.3928570747e+00	5.5508903468e+01	8.1256916895e+00	7.9195374250e-01	2.0804625750e-01	nan	2.6450800000e+05	8.4000000000e+01	2.4848419931e+00	2.0988559409e+00	6.7532630920e+01	1.3988631248e+01	2.2780000687e+01	9.5200004578e+00	1.3305000067e+00	6.8953472238e+02
1.7315000000e+03	1.6585000000e+03	1.0440156460e+00	2.0016139221e+02	1.5263156891e+00	5.8987910190e+01	7.1987471770e+00	9.1288936138e-01	8.7110638618e-02	9.6921866688e-01	2.6455400000e+05	8.5000000000e+01	1.5005429280e+00	1.5193630360e+00	2.5779258728e+01	1.3898142815e+01	1.9719999313e+01	1.2920000076e+01	1.3535000086e+00	1.6676033976e+03
1.4890000000e+03	1.4530000000e+03	1.0247763395e+00	1.7212840271e+02	1.5588234663e+00	5.8152786885e+01	7.7863857924e+00	9.1996783018e-01	8.0032169819e-02	8.8977890344e-01	2.6460100000e+05	8.6000000000e+01	1.5714390714e+00	1.5594355332e+00	3.8185989380e+01	1.3394949913e+01	1.8020000458e+01	1.1560000420e+01	1.3769999743e+00	1.3424506271e+03
1.1460000000e+03	1.1050000000e+03	1.0371041298e+00	1.3247760010e+02	1.5483870506e+00	5.6526135390e+01	8.8935893875e+00	9.2562609911e-01	7.4373900890e-02	7.5131885564e-01	2.6463200000e+05	8.7000000000e+01	1.5272116008e+00	1.5311700678e+00	1.4946797371e+01	1.3411655426e+01	1.6319999695e+01	1.0539999962e+01	1.3925000429e+00	8.9470120334e+02
1.0830000000e+03	1.0255000000e+03	1.0560702085e+00	1.2519479370e+02	1.8275862932e+00	5.6342830882e+01	7.8051361814e+00	8.9159435034e-01	1.0840564966e-01	6.1599068507e-01	2.6463600000e+05	8.8000000000e+01	1.7093960824e+00	1.7024641950e+00	1.3892542839e+01	1.4062019348e+01	1.8020000458e+01	9.8599996567e+00	1.3945000172e+00	7.6850488317e+02
1.5810000000e+03	1.5365000000e+03	1.0289618969e+00	1.8276359558e+02	1.4864865541e+00	5.7960199005e+01	8.2920664571e+00	9.3679279089e-01	6.3207209110e-02	1.0571920424e+00	2.6471300000e+05	8.9000000000e+01	1.5345083459e+00	1.5651427525e+00	5.1522293091e+01	1.3265626907e+01	1.8700000763e+01	1.2579999924e+01	1.4329999685e+00	1.4484382097e+03
1.4925000000e+03	1.3165000000e+03	1.1336878538e+00	1.7253298950e+02	2.0000000000e+00	5.7490377762e+01	8.7816070054e+00	8.5555976629e-01	1.4444023371e-01	6.7977073281e-01	2.6472000000e+05	9.0000000000e+01	1.9140925512e+00	1.6837094062e+00	7.0952171326e+01	1.3086677551e+01	2.2440000534e+01	1.1220000267e+01	1.4364999533e+00	1.1172857739e+03
1.7675000000e+03	1.6685000000e+03	1.0593347549e+00	2.0432299805e+02	1.8888889551e+00	5.8567428571e+01	8.5792288507e+00	8.8091456890e-01	1.1908543110e-01	8.3634179450e-01	2.6472200000e+05	9.1000000000e+01	1.7599838773e+00	1.7541041411e+00	4.3704635620e+01	1.2913459778e+01	2.3120000839e+01	1.2239999771e+01	1.4375000000e+00	1.5567183713e+03
1.2085000000e+03	1.1770000000e+03	1.0267629623e+00	1.3970259094e+02	1.6129032373e+00	5.7088638195e+01	7.9083310552e+00	9.2329776287e-01	7.6702237129e-02	7.7059037752e-01	2.6474700000e+05	9.2000000000e+01	1.6083691266e+00	1.6158005605e+00	6.0242034912e+01	1.3093586922e+01	1.7000000000e+01	1.0539999962e+01	1.4500000477e+00	9.5682048514e+02
1.0205000000e+03	9.8950000000e+02	1.0313289165e+00	1.1796979523e+02	1.1142857075e+00	5.2617449664e+01	8.5844941719e+00	9.9087232351e-01	9.1276764870e-03	2.6757361134e+00	2.6474900000e+05	9.3000000000e+01	1.1219844412e+00	1.1261314153e+00	6.9528083801e+01	1.3338794708e+01	1.3260000229e+01	1.1900000572e+01	1.4509999752e+00	8.7084936871e+02
1.0500000000e+03	1.0215000000e+03	1.0279000998e+00	1.2137999725e+02	1.5000000000e+00	5.6238183503e+01	7.2875397893e+00	9.4567388296e-01	5.4326117039e-02	8.1753033957e-01	2.6477100000e+05	9.4000000000e+01	1.5097079114e+00	1.5350136154e+00	3.9379665375e+01	1.3134469986e+01	1.5300000191e+01	1.0199999809e+01	1.4620000124e+00	7.9018355547e+02
1.0665000000e+03	9.6250000000e+02	1.1080518961e+00	1.2328739929e+02	2.0000000000e+00	5.6281827017e+01	8.2620039692e+00	8.5176098347e-01	1.4823901653e-01	5.3750812859e-01	2.6477300000e+05	9.5000000000e+01	1.8821049894e+00	1.6563559110e+00	3.9007282257e+01	1.2955812454e+01	1.9040000916e+01	9.5200004578e+00	1.4630000591e+00	7.0468306559e+02
1.0635000000e+03	1.0270000000e+03	1.0355404615e+00	1.2294059753e+02	1.7857141495e+00	5.5977941176e+01	8.5335341204e+00	9.1404789686e-01	8.5952103138e-02	6.6805331199e-01	2.6481800000e+05	9.6000000000e+01	1.7382278781e+00	1.7074502411e+00	1.0961044312e+01	1.3678166389e+01	1.7000000000e+01	9.5200004578e+00	1.4854999781e+00	7.5861424323e+02
1.6965000000e+03	1.6510000000e+03	1.0275590420e+00	1.9611540222e+02	1.5945945978e+00	5.8364637681e+01	7.5570733887e+00	9.3544697762e-01	6.4553022385e-02	1.1164236162e+00	2.6490100000e+05	9.7000000000e+01	1.6018333445e+00	1.6027677706e+00	2.2286584854e+01	1.3704849243e+01	2.0059999466e+01	1.2579999924e+01	1.5269999504e+00	1.5892710609e+03
1.4790000000e+03	1.4355000000e+03	1.0303030014e+00	1.7097239685e+02	1.5142856836e+00	5.8198539177e+01	7.7121881766e+00	9.3597447872e-01	6.4025521278e-02	9.8949516868e-01	2.6491900000e+05	9.8000000000e+01	1.4794439024e+00	1.4661249250e+00	1.3605249405e+01	1.3658505440e+01	1.8020000458e+01	1.1900000572e+01	1.5360000134e+00	1.3542652815e+03
1.4250000000e+03	1.3790000000e+03	1.0333575010e+00	1.6472999573e+02	1.5882352591e+00	5.8230503796e+01	7.7697637190e+00	9.1619235277e-01	8.3807647228e-02	8.4020401704e-01	2.6494800000e+05	9.9000000000e+01	1.5265913864e+00	1.5149221721e+00	2.8398271561e+01	1.3256937981e+01	1.8360000610e+01	1.1560000420e+01	1.5505000353e+00	1.2554211109e+03
1.0025000000e+03	9.7450000000e+02	1.0287326574e+00	1.1588899994e+02	1.4827586412e+00	5.6105620155e+01	7.9735200932e+00	9.4011014700e-01	5.9889853001e-02	7.5446716998e-01	2.6495000000e+05	1.0000000000e+02	1.4824321127e+00	1.4712877560e+00	2.9140855789e+01	1.3503229141e+01	1.4619999886e+01	9.8599996567e+00	1.5514999628e+00	7.5772768181e+02
2.2550000000e+03	1.8435000000e+03	1.2232166529e+00	2.6067800903e+02	1.7857142687e+00	6.0301750772e+01	6.8079122672e+00	8.6445856094e-01	1.3554143906e-01	9.2924258788e-01	2.6497100000e+05	1.0100000000e+02	1.8261111961e+00	1.6781108313e+00	6.0916591644e+01	1.3298272133e+01	2.5500000000e+01	1.4279999733e+01	1.5620000362e+00	1.9133123111e+03
1.7185000000e+03	1.6805000000e+03	1.0226123333e+00	1.9865859985e+02	1.5945945978e+00	5.8895785877e+01	8.8082564038e+00	9.2606693506e-01	7.3933064938e-02	1.0502063020e+00	2.6497400000e+05	1.0200000000e+02	1.5741716039e+00	1.5788809261e+00	7.1564147949e+01	1.3146666527e+01	2.0059999466e+01	1.2579999924e+01	1.5635000467e+00	1.6460807080e+03
1.5715000000e+03	1.4420000000e+03	1.0898058414e+00	1.8166539001e+02	1.7428570986e+00	5.8474342105e+01	7.7462639272e+00	8.9170485735e-01	1.0829514265e-01	8.0247072491e-01	2.6501800000e+05	1.0300000000e+02	1.6718312978e+00	1.6157752835e+00	2.0052499771e+01	1.3775570869e+01	2.0739999771e+01	1.1900000572e+01	1.5855000019e+00	1.3108780678e+03
1.1540000000e+03	1.1085000000e+03	1.0410465002e+00	1.3340238953e+02	1.5000000000e+00	5.6598290598e+01	8.5530619589e+00	9.3686681986e-01	6.3133180141e-02	8.1541055154e-01	2.6502900000e+05	1.0400000000e+02	1.5220308572e+00	1.5371937268e+00	2.5094839096e+01	1.3403532982e+01	1.6319999695e+01	1.0880000114e+01	1.5909999609e+00	8.9659397837e+02
1.1070000000e+03	1.0655000000e+03	1.0389488935e+00	1.2796920013e+02	1.5483870506e+00	5.6666370896e+01	7.9870433819e+00	9.1586548090e-01	8.4134519100e-02	6.9337442837e-01	2.6503800000e+05	1.0500000000e+02	1.5326652573e+00	1.5448611026e+00	1.6926900864e+01	1.3734628677e+01	1.6319999695e+01	1.0539999962e+01	1.5954999924e+00	8.4983347592e+02
1.6830000000e+03	1.6260000000e+03	1.0350553989e+00	1.9455479431e+02	1.5945945978e+00	5.8274544386e+01	7.2827656792e+00	9.1952359676e-01	8.0476403236e-02	9.8514363073e-01	2.6504900000e+05	1.0600000000e+02	1.5800279351e+00	1.6066134765e+00	3.6042995453e+01	1.3990942955e+01	2.0059999466e+01	1.2579999924e+01	1.6009999514e+00	1.5659473052e+03
1.6075000000e+03	1.5350000000e+03	1.0472313166e+00	1.8582699585e+02	1.6388888359e+00	5.8183116077e+01	7.5209197486e+00	9.0564084053e-01	9.4359159470e-02	8.7357457114e-01	2.6509600000e+05	1.0700000000e+02	1.6049201196e+00	1.6052398261e+00	3.8243247986e+01	1.3978212357e+01	2.0059999466e+01	1.2239999771e+01	1.6245000362e+00	1.4425164437e+03
9.4950000000e+02	9.0300000000e+02	1.0514950752e+00	1.0976219940e+02	1.6071428061e+00	5.5736458333e+01	8.8199775580e+00	9.3193155527e-01	6.8068444729e-02	6.8464469487e-01	2.6513000000e+05	1.0800000000e+02	1.6013032250e+00	1.5872516686e+00	3.0575590134e+01	1.3359009743e+01	1.5300000191e+01	9.5200004578e+00	1.6414999962e+00	6.4878443695e+02
1.6795000000e+03	1.6030000000e+03	1.0477230549e+00	1.9415019226e+02	1.5000001192e+00	5.8043478261e+01	8.7440552796e+00	9.2909204960e-01	7.0907950401e-02	1.0516088598e+00	2.6515700000e+05	1.0900000000e+02	1.5378034462e+00	1.5629684971e+00	3.1305103302e+01	1.3478130341e+01	1.9380001068e+01	1.2920000076e+01	1.6549999714e+00	1.5501724129e+03
1.6720000000e+03	1.5905000000e+03	1.0512417555e+00	1.9328320312e+02	1.5000001192e+00	5.9386554622e+01	7.9787028503e+00	9.2122566700e-01	7.8774333000e-02	9.9066452543e-01	2.6516900000e+05	1.1000000000e+02	1.4252430758e+00	1.4165143184e+00	2.7594532013e+01	1.3187912941e+01	1.9380001068e+01	1.2920000076e+01	1.6610000134e+00	1.6080700932e+03
1.3245000000e+03	1.2625000000e+03	1.0491088629e+00	1.5311219788e+02	1.7500001192e+00	5.7575825826e+01	7.5569579731e+00	8.9579540491e-01	1.0420459509e-01	7.1956886360e-01	2.6518500000e+05	1.1100000000e+02	1.6619055408e+00	1.6601272654e+00	3.8465778351e+01	1.2831095695e+01	1.9040000916e+01	1.0880000114e+01	1.6690000296e+00	1.0599331958e+03
1.2955000000e+03	1.2435000000e+03	1.0418174267e+00	1.4975979614e+02	1.6875000000e+00	5.6803203661e+01	9.0018739699e+00	9.1314452887e-01	8.6855471134e-02	7.6709147990e-01	2.6519800000e+05	1.1200000000e+02	1.6616806362e+00	1.6763049070e+00	1.4648563385e+01	1.2895024300e+01	1.8360000610e+01	1.0880000114e+01	1.6755000353e+00	1.0283471955e+03
1.9620000000e+03	1.8470000000e+03	1.0622631311e+00	2.2680718994e+02	2.0000000000e+00	5.9576227390e+01	7.1513901166e+00	8.7737202644e-01	1.2262797356e-01	8.9037957866e-01	2.6520000000e+05	1.1300000000e+02	1.9717274049e+00	1.9916383644e+00	5.2927391052e+01	1.3643525124e+01	2.3800001144e+01	1.1900000572e+01	1.6764999628e+00	1.7028259324e+03
1.3095000000e+03	1.1825000000e+03	1.1073995829e+00	1.5137818909e+02	2.1379311085e+00	5.5995234313e+01	9.1777942552e+00	8.6043256521e-01	1.3956743479e-01	6.3467598918e-01	2.6530200000e+05	1.1400000000e+02	2.1088784921e+00	2.0413666058e+00	1.7613834381e+01	1.4019320488e+01	2.1079999924e+01	9.8599996567e+00	1.7274999619e+00	8.6337233318e+02
1.7625000000e+03	1.6900000000e+03	1.0428993702e+00	2.0374499512e+02	1.6315789223e+00	5.8322014714e+01	9.2637812000e+00	9.1727346182e-01	8.2726538181e-02	1.0112921904e+00	2.6534900000e+05	1.1500000000e+02	1.5571500868e+00	1.5676717653e+00	2.2783086777e+01	1.2894729614e+01	2.1079999924e+01	1.2920000076e+01	1.7510000467e+00	1.6786426550e+03
1.6675000000e+03	1.5985000000e+03	1.0431654453e+00	1.9276300049e+02	1.5945945978e+00	5.8341696535e+01	8.7139100263e+00	9.2214632034e-01	7.7853679657e-02	9.9451066018e-01	2.6536700000e+05	1.1600000000e+02	1.5820214910e+00	1.5854280140e+00	5.2762767792e+01	1.3749049187e+01	2.0059999466e+01	1.2579999924e+01	1.7599999905e+00	1.5301925559e+03
1.4050000000e+03	1.3680000000e+03	1.0270467997e+00	1.6241799927e+02	1.6666667461e+00	5.7895543175e+01	8.2836353876e+00	9.1859495640e-01	8.1405043602e-02	8.4232465441e-01	2.6541900000e+05	1.1700000000e+02	1.6308699785e+00	1.6372586534e+00	3.3565460205e+01	1.3123637199e+01	1.8700000763e+01	1.1220000267e+01	1.7860000134e+00	1.1918214737e+03
1.8570000000e+03	1.8005000000e+03	1.0313801765e+00	2.1466918945e+02	1.6578947306e+00	5.9393198725e+01	7.5210308375e+00	9.0491330624e-01	9.5086693764e-02	9.8180817216e-01	2.6543500000e+05	1.1800000000e+02	1.6977763114e+00	1.7201189420e+00	5.0832290649e+01	1.3905120850e+01	2.1420000076e+01	1.2920000076e+01	1.7940000296e+00	1.7689554792e+03
9.9750000000e+02	9.7300000000e+02	1.0251798630e+00	1.1531099701e+02	1.7407407761e+00	5.6734496124e+01	7.7475459942e+00	9.1257607937e-01	8.7423920631e-02	6.3474267829e-01	2.6548500000e+05	1.1900000000e+02	1.6929392831e+00	1.6885681135e+00	6.7199676514e+01	1.3013791084e+01	1.5980000496e+01	9.1800003052e+00	1.8190000057e+00	7.0754901565e+02
1.0335000000e+03	1.0045000000e+03	1.0288701057e+00	1.1947259521e+02	1.5862070322e+00	5.6606773283e+01	8.4487070174e+00	9.3054455519e-01	6.9455444813e-02	7.1920178164e-01	2.6563000000e+05	1.2000000000e+02	1.5587145451e+00	1.5626007223e+00	4.3090297699e+01	1.2767847061e+01	1.5640000343e+01	9.8599996567e+00	1.8914999962e+00	7.6752428300e+02
1.0890000000e+03	1.0490000000e+03	1.0381315947e+00	1.2588839722e+02	1.5666667223e+00	5.6415315315e+01	8.9003259197e+00	9.2905026674e-01	7.0949733257e-02	7.3928089554e-01	2.6565300000e+05	1.2100000000e+02	1.5939569768e+00	1.6130734820e+00	2.5909883499e+01	1.3056281090e+01	1.5980000496e+01	1.0199999809e+01	1.9029999971e+00	8.0406856818e+02
1.0870000000e+03	1.0525000000e+03	1.0327790976e+00	1.2565719604e+02	1.3636363745e+00	5.5394950406e+01	1.1330871501e+01	9.7161680460e-01	2.8383195400e-02	1.1868490942e+00	2.6565900000e+05	1.2200000000e+02	1.3516349962e+00	1.3425899488e+00	6.9795661926e+01	1.2931312561e+01	1.5300000191e+01	1.1220000267e+01	1.9060000181e+00	8.7553901227e+02
